Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3JZAJ8EPQD40JJ2AF3LDNSW2CGXDOP,2021-12-25 02:15:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3XQ4XW3OD9DXYR40Q6D1W2P9D272SQ,3MRNMEIQW57ZJ75KTO5J5IYAT0NLD0
3LCLTGYN4QABBFXDB1EHI30GSYIQBZ,2021-12-25 03:19:36 -0800,2021-12-25 06:27:51 -0800,AssignmentPayment,,AZX9SQ6Q69LJ8,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3QILPRALQ5WDQCCEOTAIWIOYN5T8NO
3SWB0YMH82C6B44UTB6XPIV0XT5LXJ,2021-12-25 03:19:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3QILPRALQ5WDQCCEOTAIWIOYN5T8NO
32N4TNCUS2LMR9OIMYC9SPG5ZMZNMY,2021-12-25 03:22:36 -0800,2021-12-25 06:19:48 -0800,AssignmentPayment,,AJXIC6Q5EM76P,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3PS7W85Z8Z3BZU08QH285DP1WSWT9W
3BU8XDVSVPN61ZA38DQMF45KRBLJ7K,2021-12-25 03:22:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3PS7W85Z8Z3BZU08QH285DP1WSWT9W
3VQ8NTP7L1O5HWIR0QD0FLZIQF9VNL,2021-12-25 03:24:36 -0800,2021-12-25 07:03:47 -0800,AssignmentPayment,,A1TO20GNODKZ3P,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3MTMREQS4VJHWUE7DSLJOS7K65XAWL
36VLF3IP1DJRZ1YZQNR1VVN6CCJR85,2021-12-25 03:24:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3MTMREQS4VJHWUE7DSLJOS7K65XAWL
3Y2SXKRXM9UQKTVJGI5HJFUNVQWVQ8,2021-12-25 03:26:36 -0800,2021-12-25 08:36:29 -0800,AssignmentPayment,,A3OZ8KF0HWSVWK,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3X66WABAJWJLFNPMP82RFH7Q67F3GJ
36Y2ER0QKE6TB4OC7Z76XHJP234RCB,2021-12-25 03:26:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3X66WABAJWJLFNPMP82RFH7Q67F3GJ
3GJ7UD4TG7572W5ORN6VJERD8BAQGG,2021-12-25 03:28:36 -0800,2021-12-25 08:10:29 -0800,AssignmentPayment,,A2EBGIJB58YN47,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3LRLIPTPEQAQ1UKQOE2G0HDPJYOAKP
3FEQ6AMLVAUIRL1MMUM5UM6OSJGM1U,2021-12-25 03:28:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3LRLIPTPEQAQ1UKQOE2G0HDPJYOAKP
3T07FN44OOWPP41N6V8V4YFBRBHNSA,2021-12-25 03:46:36 -0800,2021-12-25 08:10:41 -0800,AssignmentPayment,,A21DGLA28OHZD8,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,37UEWGM5HT9GUAKLIFIKQS60AWCR1B
3NMABV6SFAMRAEPDVL4SLEX1DYPJE6,2021-12-25 03:46:36 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,37UEWGM5HT9GUAKLIFIKQS60AWCR1B
3LE8QE1K1G1XLLNM05EI36W36QJNXI,2021-12-25 03:49:37 -0800,2021-12-25 08:22:26 -0800,AssignmentPayment,,A2ML7ATI15HJO7,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3QECW5O0KH2SY7YWNRPRTXKZAXE5TK
3OJGH7NNB13ZLUB59MFJIUATI6LJJR,2021-12-25 03:49:37 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3QECW5O0KH2SY7YWNRPRTXKZAXE5TK
3QNCPAKYVQLLY6B5TTTP0B965YY50F,2021-12-25 03:51:37 -0800,2021-12-25 06:20:19 -0800,AssignmentPayment,,A1AP3M61EEPHC7,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3QAVNHZ3EM51L0289EEHFHQ48YTALS
3XI1PCG2XTCYEEYJQZHQG48PNMK0L3,2021-12-25 03:51:37 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3QAVNHZ3EM51L0289EEHFHQ48YTALS
30CKW2P3NU3S0CCRF13VIGO24745JM,2021-12-25 04:17:37 -0800,2021-12-25 08:18:03 -0800,AssignmentPayment,,A1Z9S06VBW14ZQ,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,34S9DKFK73QS5I3W1X8CVVC0GJVNYE
3E7458IUFTYI1Y2YEOL083WXM6TNDL,2021-12-25 04:17:37 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,34S9DKFK73QS5I3W1X8CVVC0GJVNYE
3Q6E4EXFC07F36NY1KEVIVW8W0OOXY,2021-12-25 04:26:37 -0800,2021-12-25 06:49:13 -0800,AssignmentPayment,,A1Y9D4RKC3BZQ3,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,34V1S5K3GS25XWPWU4UFU3XNCLP694
32OZRCFTP1ZUWEHNR7FVJ9A6XVLKJR,2021-12-25 04:26:37 -0800,2021-12-25 06:10:37 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,34V1S5K3GS25XWPWU4UFU3XNCLP694
3YWII3UHHN2V6A1MSL83TDAKVJ3RO5,2021-12-25 05:20:39 -0800,2021-12-25 14:46:41 -0800,AssignmentPayment,,A34OMRGRGD22T0,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3X4MXAO0BGP9VB0OF375JIWU69PWRJ
3BQ5HQHBE6W6Y8PH28GYM7D7VLEN94,2021-12-25 05:20:39 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3X4MXAO0BGP9VB0OF375JIWU69PWRJ
3W83ZGFC6C0NNMSEU3K23X9YFUL0BC,2021-12-25 05:26:39 -0800,2021-12-25 11:47:41 -0800,AssignmentPayment,,A2AT5B7RW4VXBX,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,345LHZDEDXT4K5QH9DR8JW8HFFZU3F
349KMADUXWQ979GO7F83CRT2OR7VXC,2021-12-25 05:26:39 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,345LHZDEDXT4K5QH9DR8JW8HFFZU3F
3H4V6HLE4NCJ0ULP4VYMB87Z0330YR,2021-12-25 05:33:39 -0800,2021-12-25 12:14:52 -0800,AssignmentPayment,,A1RUBSQBBOJHPO,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,378XPAWRUCEZVZU2OBH4N1YCRUZAIE
3METFYAGT2ZRM4Z4J6ABNZHTORZWL1,2021-12-25 05:33:39 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,378XPAWRUCEZVZU2OBH4N1YCRUZAIE
34HBF8X6Z3BQHHUCIMU3USYX19T3XJ,2021-12-25 06:14:39 -0800,2021-12-25 14:48:48 -0800,AssignmentPayment,,A31A2PFANDTFQ5,-1.000,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3BV8HQ2ZZW2J2FZ1MA8FQY87I376AJ
39XYE4ZK1KPTQYW39QX5UNJJOP9ZIG,2021-12-25 06:14:39 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.400,3KWGG5KP6J37YEJX326LW6ZPX55CM2,3BV8HQ2ZZW2J2FZ1MA8FQY87I376AJ
3K8XLA9XFPJ4G5WMG3447DRS9G0JHM,2021-12-25 09:59:43 -0800,2021-12-25 12:28:47 -0800,AssignmentPayment,,A397HP5TSIF2LO,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3L6L49WXW0Y8HMJ68QOJLP87UZS45K
30OMH6SZ19N8VENKNBWBNP1CT2NF3D,2021-12-25 09:59:43 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3L6L49WXW0Y8HMJ68QOJLP87UZS45K
333KFK51CI4NJ8MVUPBN3RFKL1PT0Z,2021-12-25 10:11:43 -0800,2021-12-25 13:01:23 -0800,AssignmentPayment,,A3BU8UL4W258UU,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3M23Y66PO28N2BLV3AU6BY2D4A66S9
3O25NLTI5JMJHVQ2SKJ16547LP5OLM,2021-12-25 10:11:43 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3M23Y66PO28N2BLV3AU6BY2D4A66S9
33ZL5B7IAISZD4ZWY8MNLSOZ4X996H,2021-12-25 10:40:43 -0800,2021-12-25 13:39:22 -0800,AssignmentPayment,,AKSJ3C5O3V9RB,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3DEL4X4EL6MXHCH033VLTX3YIZ0YX8
31W7K3F82P1QG0BXEK1OEJ71AQV4RJ,2021-12-25 10:40:43 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3DEL4X4EL6MXHCH033VLTX3YIZ0YX8
3W1EEYJT2CMI4CNMOPK68MPSXC5A0W,2021-12-25 10:42:43 -0800,2021-12-25 14:48:17 -0800,AssignmentPayment,,AZ69TBTDH7AZS,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3A1PQ49WVHI35G6IMA6QCO4UNO91HL
3JXDJ3MGZI0X9LKKN5N2XZ4G4U15LZ,2021-12-25 10:42:43 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3A1PQ49WVHI35G6IMA6QCO4UNO91HL
3GQ2TMN9YBX1IJQSZZB14NDHJ1K8YR,2021-12-25 10:48:43 -0800,2021-12-25 14:13:49 -0800,AssignmentPayment,,AFDUKDV0SYY6X,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3QJOXOW4XJSOHV15PVHIBDVKTJBMEX
3MMKCP92SXK4TWY2O0SRD7LNFY14KQ,2021-12-25 10:48:43 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3QJOXOW4XJSOHV15PVHIBDVKTJBMEX
3R7UZOMCXKW0WBLEKF4STOZZR4ZCDT,2021-12-25 10:49:43 -0800,2021-12-25 11:17:46 -0800,AssignmentPayment,,ATJ92FYQX176Z,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3NPFYT4IZC5XVLW09X9FMXWUD3AXG9
3E1V1JXHE7KWWO52UDRPPRK84F07Y8,2021-12-25 10:49:43 -0800,2021-12-25 11:30:39 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3NPFYT4IZC5XVLW09X9FMXWUD3AXG9
32X20B8RUU11WO924RHF4J8S372Y96,2021-12-25 11:13:43 -0800,2021-12-25 20:56:37 -0800,AssignmentPayment,,A2EHH2ZFIRF1BF,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,33TIN5LC04B7GGZ20NP7DUHGBXN9YG
3X6OD7DWT3I2DDI4XFX1R26DXOGTU8,2021-12-25 11:13:43 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,33TIN5LC04B7GGZ20NP7DUHGBXN9YG
31ROMZDVX69YXDO2RM8VTFFIR8JAVP,2021-12-25 12:06:29 -0800,2021-12-25 20:14:45 -0800,AssignmentPayment,,A2U481IF2121QP,-1.000,3R4QIDVOJPDOJOBYIVOX9MUJ9F3EEK,3SUWZRL0MYEMSSGD2FA1MHYY3KTE6E
35A3OFQW7V7D6X6XHX0RCDD848R6GB,2021-12-25 12:06:29 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,3R4QIDVOJPDOJOBYIVOX9MUJ9F3EEK,3SUWZRL0MYEMSSGD2FA1MHYY3KTE6E
39ZPOLK352Q1H6WN2ZI1B58223XYB8,2021-12-25 12:06:40 -0800,2021-12-25 20:14:45 -0800,BonusPayment,,A2U481IF2121QP,-1.000,,3BBL6BHKDT8NWW0T32MNOOIVKU0VGW
35EC8OVYRNVDM522PZ7OQQRFH00JOF,2021-12-25 12:06:40 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,,3BBL6BHKDT8NWW0T32MNOOIVKU0VGW
3K446CUD247J1351DXH6LEDIVVRSYB,2021-12-25 12:09:15 -0800,2021-12-25 20:23:28 -0800,AssignmentPayment,,A3S8A6T8K3KAD2,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,3IXQG4FA2TZB386RQVBN5JJFQRRB9V
35EC8OVYRNVDM522PZ7OQQRFH01OJL,2021-12-25 12:09:15 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,3IXQG4FA2TZB386RQVBN5JJFQRRB9V
3P9JCFMTPE63GVG8OX64TQFOOWF85A,2021-12-25 12:09:16 -0800,2021-12-25 17:09:19 -0800,AssignmentPayment,,A1GRLZL4F72RBJ,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,3FIUS151DV3M9Z1AKN9BYBWZAHEGG8
3Y4J6Q9VK0R5M3DT1R75ZO5Q04W3QV,2021-12-25 12:09:16 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,3FIUS151DV3M9Z1AKN9BYBWZAHEGG8
33NLD1X8D5PLYNBJHB6Y4Q4TNO7QID,2021-12-25 12:09:16 -0800,2021-12-25 17:34:21 -0800,AssignmentPayment,,A3S3WYVCVWW8IZ,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,3X87C8JFV6CGCT4FIJ84H3J44FHQSX
3LN7QL79OH1E1OF19Y0OIFLLQ3ZM3R,2021-12-25 12:09:16 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,3X87C8JFV6CGCT4FIJ84H3J44FHQSX
3H696GU6XJLC4I17HERAH6J6FSWQKO,2021-12-25 12:09:16 -0800,2021-12-25 20:46:37 -0800,AssignmentPayment,,A1Q56N80RJLQ7S,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,3JZQSN0I3QBGVZ5F933TGQWN92EGF9
327IB90GVDBHF325NHOHXCJ54ZQM5H,2021-12-25 12:09:16 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,3JZQSN0I3QBGVZ5F933TGQWN92EGF9
3K89VSOVKJ770O5OY8H1V48M9T8RYM,2021-12-25 12:09:16 -0800,2021-12-25 17:28:28 -0800,AssignmentPayment,,APW2AS6Y4CTXP,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,3B4YI393V9XSP9JSANX9C3Y5M36SSS
30M6UOZ3G3PV4K2QOK7BB1RARQWNJ5,2021-12-25 12:09:16 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,3B4YI393V9XSP9JSANX9C3Y5M36SSS
3789VENJRISM489G5P6XTMJYJICS0A,2021-12-25 12:09:16 -0800,2021-12-25 20:46:24 -0800,AssignmentPayment,,A2JME2H8YSM0OZ,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,37UQDCYH6XWMY3G4GF43SZMGYTJV79
3JAZ9LXNUZG1ZAQQR5JORG42VF1NL7,2021-12-25 12:09:16 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,37UQDCYH6XWMY3G4GF43SZMGYTJV79
3SEICYY4FBZT0ICUKCABCACDGGWS2U,2021-12-25 12:09:16 -0800,2021-12-25 20:09:27 -0800,AssignmentPayment,,A2KRPK3GQR0GA9,-1.000,38F60IALAGIRHHE10JEDNJSGIOST0F,3I3WADAZ9Q5CLFTORA3SZNECBURO5L
3CPW75BJL5BRNATB3IZ3488R0A1NN9,2021-12-25 12:09:16 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,38F60IALAGIRHHE10JEDNJSGIOST0F,3I3WADAZ9Q5CLFTORA3SZNECBURO5L
3Z1NETSS0THI5L7YXR3QISVBS4OSA1,2021-12-25 12:12:26 -0800,2021-12-25 18:15:28 -0800,AssignmentPayment,,AZGPOH3HUID39,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,317HQ483I7T6FIORXFM997ICQ62INK
3VN8VXO0JTU4VF2K59LUEP24MD3NVQ,2021-12-25 12:12:26 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,317HQ483I7T6FIORXFM997ICQ62INK
30U75MTPZHKI3ZURCQL1RATKF2A87P,2021-12-25 12:12:27 -0800,2021-12-25 18:06:34 -0800,AssignmentPayment,,A3JF3IWCYAYQXB,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,31QTRG6Q2TES83F9HCL4ZKHVG4EYPF
3C0ACLZJK3CHZJS6TVWAUOKRISH3SK,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,31QTRG6Q2TES83F9HCL4ZKHVG4EYPF
3ONECI3SDW7MHIIKRNJL56KQASY891,2021-12-25 12:12:27 -0800,2021-12-25 17:20:08 -0800,AssignmentPayment,,A2VY37O5MYHB5B,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,32AT8R96GLA84MBWZSS9R4GT70XSUE
336529ZM5FPXEWKAI0RA9P2F3P23U0,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,32AT8R96GLA84MBWZSS9R4GT70XSUE
3H7GNJXE3GV61N3OVEV0QC5O31JO5T,2021-12-25 12:12:27 -0800,2021-12-25 20:40:28 -0800,AssignmentPayment,,AS4UT5OK9XFR9,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,32EYX73OY0AW37BJK3S41UBXLYNUR1
33YQ4F1THBVG7HFI4CZSFVMFW1IJQN,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,32EYX73OY0AW37BJK3S41UBXLYNUR1
3SS4GQ4ADJ9LORH7J7AXOWJKU7EO78,2021-12-25 12:12:27 -0800,2021-12-25 19:54:17 -0800,AssignmentPayment,,A24Z3TFXQB0GDP,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3ATPCQ38J8BLLZ97ST379PS0HI1AYY
3HUHAARHHEGSKXUVWGOXAV1GEP3JSC,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3ATPCQ38J8BLLZ97ST379PS0HI1AYY
35ZO3EEKTAR7U61A2Q4QWJBA4XRQMT,2021-12-25 12:12:27 -0800,2021-12-25 19:53:33 -0800,AssignmentPayment,,A14WLAP6TCEKO0,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,30LSNF239UWAQWZYBWOPHJFEFBI2IK
3DS64G7C5GPW27GOBA3EVWX1V5LM7W,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,30LSNF239UWAQWZYBWOPHJFEFBI2IK
3KWMNSABZ5HVU9MMF6J3ON0FZX6QO8,2021-12-25 12:12:27 -0800,2021-12-25 19:05:38 -0800,AssignmentPayment,,AQ8TJLOZRYS2V,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,34J10VATJFZRIF1JD7EQD1DHVHPIQ7
31LDBCHFJVC0GQ4HQ71Y9SO7QV9M98,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,34J10VATJFZRIF1JD7EQD1DHVHPIQ7
3IG0JJG6PTHYFLZ2UJB7DSVFEYOQQG,2021-12-25 12:12:27 -0800,2021-12-25 18:28:36 -0800,AssignmentPayment,,A1E6ZLOJMMSX7B,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,33JKGHPFYCVSB1EIIUK110PT7FMNM5
