user_id,age,gender,education_level,education_field
A1P9ZZAW0TMNTR,30,male,Bachelor's degree,Construction Technology
A1PBRKFHSF1OF8,36,female,Bachelor's degree,Business Administration
A1PHDT66U6IK4Q,68,male,Bachelor's degree,Engineering
A1PMZUBGXFANCI,29,male,Secondary education,Computer Information Systems
A1PTX4IB9R34LI,40,male,Bachelor's degree,Business Administration
A1Q6VY3C3CEOA0,48,male,Bachelor's degree,Music
A1QCUR2Z75LS5N,31,female,Bachelor's degree,Information Technology
A1QKIA8XRNEXIG,39,female,Vocational qualification,Biomedical Science
A1QMJNJ5FGC09,23,male,Bachelor's degree,Computer Applications
A1QUBLZCONL4QD,43,male,Bachelor's degree,Business Administration
A1QW2XUJ7KZCV5,54,female,Vocational qualification,Community Health
A1S1K7134S2VUC,50,male,Master's degree,Engineering
A1S9I3WF8GG4RG,30,male,Bachelor's degree,Accountancy
A1SHLWKA0UH1IS,57,female,Bachelor's degree,Engineering
A1SISJL5ST2PWH,38,male,Bachelor's degree,Computer Information Systems
A1SNC8UL8YFRH5,30,male,Secondary education,Biochemistry
A1T52KG209ZJD,32,female,Bachelor's degree,Information Systems
A1T643M1P572AA,40,male,Vocational qualification,Education
A1UBV2NP7OVDVV,40,male,Bachelor's degree,Accountancy
A1URG4XSUU07AK,44,female,Master's degree,Chemistry
A1UZXOMO6BS6I2,25,male,Bachelor's degree,Business Administration
A1V2H0UF94ATWY,60,male,Secondary education,Management
A1VVXZYA3TPHP0,37,male,Doctorate or higher,Education
A1VWLIXBS4WDOD,38,male,Bachelor's degree,Business Administration
A1WEN4S934ZZ1U,24,female,Bachelor's degree,Fine Arts
A1WPGNK8Y65BV3,29,female,Bachelor's degree,Business Administration
A1XQOZV8LQDM22,45,male,Bachelor's degree,Business Administration
A1XTTFBFLW0LLG,31,female,Bachelor's degree,Computer Applications
A1Y9D4RKC3BZQ3,35,female,Bachelor's degree,Fine Arts
A1YBJN6WT3X8B5,38,male,Master's degree,History
A1YSYI926BBOHW,38,male,Bachelor's degree,Computer Science
A1Z9S06VBW14ZQ,47,female,Bachelor's degree,Accountancy
A1ZLLYRW6GIVC7,32,female,Bachelor's degree,Education
A1ZPIPHM272LO8,30,female,Secondary education,General
A1ZV8VUVP2L1EZ,56,male,Bachelor's degree,Computer Information Systems
A20KCGC5OGLHO0,58,female,Bachelor's degree,Marketing
A20N1NK5X5S88F,35,male,Secondary education,Computer Information Systems
A20SPH0DOU37TQ,55,female,Vocational qualification,Business Administration
A20UNDC4WRWEXM,25,female,Bachelor's degree,Information Technology
A20X6V1AAXZGNZ,30,male,Secondary education,Construction Technology
A20XDCBFKG4TEE,41,male,Master's degree,Mathematics
A21DGLA28OHZD8,32,male,Bachelor's degree,Accountancy
A21K7FBCJ54ILS,25,male,Bachelor's degree,Engineering
A21STU4Z97J2Z6,26,female,GED,General
A221PNPQRV4FC4,31,female,Bachelor's degree,Journalism
A222XCQ8SXJ3UL,50,male,Bachelor's degree,Information Systems
A226PPE8EN1W8M,35,female,Master's degree,Biology
A22KRF782ELLB0,40,male,Bachelor's degree,Computer Information Systems
A2389DERMNF3ZB,44,female,Bachelor's degree,Chemistry
A23FEELMFHLC9K,39,female,Bachelor's degree,Business Administration
A249LDVPG27XCE,55,female,Secondary education,General
A24DSECWUBZC0Z,44,male,Secondary education,General
A24ZP6TOKYBSQS,24,male,Bachelor's degree,Clinical Science
A25CZJEFKXF4UV,25,male,Bachelor's degree,Computer Information Systems
A2683ZVNWI119A,31,female,Bachelor's degree,Business Administration
A270HX8LH9LJ8W,40,male,Master's degree,Fine Arts
A273EH17NSJRH0,30,female,Secondary education,General
A274GIY0HY1LPJ,28,male,Bachelor's degree,Technology
A27HVVLSZZ13XK,51,male,Secondary education,General
A27PVIL93ZMY46,42,female,Secondary education,General
A28C4YC9WPNYG2,27,male,Bachelor's degree,Technology
A2907V9QMK6SN4,24,male,Secondary education,Music in Composition
A2AAFWAAS9C1QC,47,female,Vocational qualification,Business Administration - Computer Application
A2AGS81MDXHIYS,37,male,Vocational qualification,Economics
A2AJ5QFNC9KF43,42,male,Master's degree,Legal Management
A2AKNTBRMYZ95S,42,female,Bachelor's degree,Computer Information Systems
A2APG8MSLJ6G2K,69,female,Vocational qualification,Business Administration
A2BV125YV6CQG0,39,female,Master's degree,Business Administration
A2CEGS0NVDBCPT,26,female,Bachelor's degree,Computer Information Systems
A2CEYQH4UDNIEV,42,female,Bachelor's degree,Architecture
A2CK0OXMPOR9LE,31,male,Bachelor's degree,General
A2DDXYTEVDV5F5,37,female,Master's degree,Business Administration
A2EAJ7834XI2IT,34,male,Primary education,General
A2EHH2ZFIRF1BF,63,male,Vocational qualification,Agriculture
A2EKR2ZFO10VMV,30,female,Bachelor's degree,Fine Arts
A2ESBX4C2Q6TQY,52,female,Bachelor's degree,Business Administration
A2FHJCRBRP7VH4,33,female,Vocational qualification,Biomedical Science
A2FP41BSPG0Y4A,37,female,Bachelor's degree,Business Administration - Economics
A2FRVUNDQQY7S9,31,male,Secondary education,Construction Management
A2G43KS55YGYQE,62,male,Secondary education,General
A2G7N0X0PNX0EE,35,male,Bachelor's degree,Economics
A2GO0EY5FW18AG,27,female,Doctorate or higher,Journalism
A2HX4Z5J0044QI,41,female,Master's degree,Economics
A2IB3TNHWT6352,56,female,Secondary education,General
A2IEWBVCH5DAKB,49,male,Vocational qualification,Education
A2IYR9HF66R029,33,female,Bachelor's degree,Education
A2JCE6MD27QA5D,69,male,GED,General
A2JME2H8YSM0OZ,50,male,Bachelor's degree,Accountancy
A2JTSH1VPJQ8FR,27,male,Bachelor's degree,Accountancy
A2K6VG008QFOPN,44,male,Bachelor's degree,Business Administration
A2KBTDHM44J7X4,35,male,Bachelor's degree,Marketing
A2KRPK3GQR0GA9,35,male,Secondary education,Computer Applications
A2LKGF193ZR5JP,22,male,Secondary education,Computer Engineering
A2MS1GQLGAX9FZ,23,female,Bachelor's degree,Nursing
A2NA2OJT15COZY,39,male,Secondary education,General
A2NAKIXS3DVGAA,28,male,Bachelor's degree,Engineering
A2NH4DSOLI6VRR,51,male,Vocational qualification,History
A2NKW6JBEM4LL4,35,male,Master's degree,Engineering
A2ONILC0LZKG6Y,45,female,Bachelor's degree,Anthropology
A2OPYRV3GLAPS1,33,male,Master's degree,History
A2OVX9UW5WANQE,48,female,Vocational qualification,Legal Management
A2PI6RY9USPIRS,22,male,Bachelor's degree,Computer Information Systems
A2PSR3CMNR1R9X,38,male,Secondary education,Medical Technology
A2QX2B50DM45E2,32,male,Secondary education,Fine Arts
A2RAOJRASU9THB,30,male,Bachelor's degree,Fine Arts
A2RCYLKY072XXO,38,male,Bachelor's degree,Architecture
A2RMJNF6IPI42F,37,female,Bachelor's degree,Environmental Studies
A2RNSGLLNOIQR5,61,male,Bachelor's degree,Engineering
A2RWLFIP23FZA7,28,male,Bachelor's degree,Biochemistry
A2S64AUN7JI7ZS,44,male,Vocational qualification,Medical Technology
A2SENAPNSXG9L,28,female,Primary education,General
A2ST041VUNL4VZ,42,female,Bachelor's degree,Economics
A2SWQM5X54P1O5,34,female,Vocational qualification,Environmental Science
A2T11H7YI7QPGD,31,male,Bachelor's degree,Computer Information Systems
A2T76WC6F2XW6N,50,male,Master's degree,Business Administration - Economics
A2TXUNEHPTW3Z3,39,male,Secondary education,Journalism
A2TXZVXQU5FQZ9,36,male,Bachelor's degree,Engineering
A2U45Y0OV3P7D8,55,female,Bachelor's degree,Economics
A2UC3CDVQNVPQ8,57,female,Master's degree,Computer Information Systems
A2UJYLP86SD9S,60,male,Bachelor's degree,Business Administration
A2V4DP31BEVABF,35,male,Secondary education,Computer Science
A2VA0NCPWJ8XZG,37,male,Bachelor's degree,Education
A2VFEDAK5C1E1O,41,male,Secondary education,Computer Information Systems
A2VR9O234UCT9T,51,female,Bachelor's degree,Computer Engineering
A2W121DQXNQK1,26,other,Bachelor's degree,Biomedical Science
A2WDF40FA670T9,61,male,Bachelor's degree,Economics
A2WF2DE5P4TT31,27,male,Bachelor's degree,Business Administration
A2XS49LRNX8PD4,32,male,Secondary education,Management
A2YACZQ29HF93N,42,male,Master's degree,Information Systems
A2YNPKYEFDZ6C9,42,female,Bachelor's degree,Psychology
A2YTQDLACTLIBA,66,female,Bachelor's degree,Education
A2Z2S1ZSSSNRKS,34,male,Bachelor's degree,Economics
A2ZXAOOHUVU1YG,54,male,Bachelor's degree,Biology
A30F1NPCF53CRE,35,male,Vocational qualification,Management
A30H28F41UBJGK,39,female,GED,Fine Arts
A30J4IZCMCR31F,36,female,Master's degree,Computer Information Systems
A30VLAIIJIG5IS,56,male,Master's degree,Business Administration
A31A1PVXLJBISZ,32,male,Bachelor's degree,Hospitality Management
A320QA9HJFUOZO,34,male,Bachelor's degree,Economics
A341S73952SE8,45,male,Bachelor's degree,Computer Information Systems
A345TDMHP3DQ3G,29,female,Master's degree,Legal Management
A34PRVSQYNVX2Z,40,female,Bachelor's degree,Business Administration
A34Q9JGU37OQJM,44,male,Bachelor's degree,Computer Information Systems
A34U4186EW0B9X,45,male,Vocational qualification,Clinical Science
A35BY30TC8WCL4,33,male,Secondary education,Philosophy
A35O3H71CM4LVZ,42,male,Secondary education,General
A35TUIBF05DKM4,29,male,Bachelor's degree,Accountancy
A366TZDVJK02PN,28,male,Secondary education,General
A368VH12R48BBH,23,male,Bachelor's degree,Management
A36HIBTTWA6ZF8,43,male,Bachelor's degree,Biology
A37EV8RZ82WT8E,32,male,Vocational qualification,General
A37GOGQDYDT44K,33,female,Bachelor's degree,Fine Arts
A37OUZOGQKGMW0,71,female,Bachelor's degree,Science Education
A38G96U9JZU3CW,31,male,Secondary education,Computer Applications
A38IZLCH8VYVFK,47,male,Doctorate or higher,Biology
A38NV0ZOMNF8MN,46,female,Bachelor's degree,Information Technology
A38ZP9C44DGJXU,38,female,Bachelor's degree,Information Technology
A397HP5TSIF2LO,55,male,Bachelor's degree,General
A39VZ93N96XB6O,33,female,Master's degree,Education
A3A8P4UR9A0DWQ,45,female,Bachelor's degree,Education
A3ATU3VULAB7K2,30,male,Bachelor's degree,Computer Science
A3BRY2LVVQGP3H,41,female,Bachelor's degree,Computer Science
A3BU8UL4W258UU,37,female,Bachelor's degree,Economics
A3DAA9VH8T031A,53,male,Bachelor's degree,Information Technology
A3DCXIXXYOO8QL,44,male,Secondary education,General
A3DVQYEQDOCYWC,50,female,Bachelor's degree,Computer Information Systems
A3ENS1XT17ODR6,26,male,Bachelor's degree,General
A3F7K8OL4G4W1J,23,male,Bachelor's degree,Computer Information Systems
A3F90N8YVKJ4I7,43,male,Bachelor's degree,General
A3FCMJXKBSCABF,34,male,Secondary education,General
A3FMBSTZ3ZGSV1,30,male,Bachelor's degree,Information Technology
A3GAQNTZ1V1VO,31,male,Master's degree,Business Administration
A3H1R064820RXL,20,male,Secondary education,Accountancy
A3HE29W5IDR394,28,male,Bachelor's degree,Information Technology
A3HL2LL0LEPZT8,37,male,Bachelor's degree,Politics
A3HOBJ4PJUOCUN,61,female,Secondary education,Business Administration
A3HQXCWOIQKT4F,33,male,Bachelor's degree,Business and Technology
A3I40B0FATY8VH,28,male,Secondary education,Forestry
A3IF13XHP5UPO2,29,male,Bachelor's degree,Computer Information Systems
A3JC9VPPTHNKVL,42,male,Master's degree,Engineering
A3JF3IWCYAYQXB,32,male,Bachelor's degree,Engineering
A3JM1E5G4LTTCD,36,female,Bachelor's degree,Public Affairs and Policy Management
A3JUPCWYN6N6H4,30,male,Secondary education,Journalism
A3K9GTQBOI7O5A,30,female,Bachelor's degree,Civil Engineering
A3KH66SXE4PK8J,33,female,Bachelor's degree,Accountancy
A3KHOW5FW32RUL,27,female,Bachelor's degree,Education
A3L0DCUXI7X3A9,45,male,Bachelor's degree,Computer Applications
A3L4JI1S352HB8,49,female,Bachelor's degree,Biology
A3LT7W355XOAKF,64,male,Bachelor's degree,Engineering
A3MNL6RIME0845,35,male,Bachelor's degree,Computer Information Systems
A3MYPYBVHX7FQ2,51,male,Vocational qualification,Computer Applications
A3OHYXTHW11HS7,29,male,Bachelor's degree,Psychology
A3P14W3LWF10U1,45,male,Bachelor's degree,Engineering
A3PLJLUKN3PEA2,53,female,Bachelor's degree,Fine Arts
A3POCFQJ1R5HSM,25,female,Master's degree,Computer Information Systems
A3QAL3X23LHJRV,46,male,Master's degree,Computer Science
A3RHJEMZ4EGY2U,27,female,Bachelor's degree,Biology
A3RR85PK3AV9TU,34,male,Secondary education,General
A3S300T3IVQ2GC,34,female,GED,General
A3S8A6T8K3KAD2,31,male,Bachelor's degree,Management
A3SR7LK7TH1B6F,24,male,Master's degree,Marketing
A3T1KRG2ENHASZ,25,female,Bachelor's degree,Computer Information Systems
A3U2VUZ2L7HIWG,35,female,Bachelor's degree,Biology
A3UD7T1L80TCR3,60,female,Master's degree,Education
A3UDUHUVFKD833,39,female,Secondary education,General
A3UPAXLDS67HKJ,36,male,Bachelor's degree,Engineering
A3UQ5DF8VVD975,42,male,Secondary education,General
A3UV55HC87DO9C,28,male,Bachelor's degree,Business Administration
A3V4AW6DGWBHDO,36,male,Bachelor's degree,Computer Information Systems
A3VG22WR5I4UG2,33,male,Secondary education,General
A4158R4Y06ZB4,31,male,Secondary education,General
A49WTQG4MBT9Z,31,male,Bachelor's degree,Criminal Justice
A4J4GGMKJ68L0,24,male,Bachelor's degree,Computer Information Systems
A4VTLJMJYGJ93,43,female,Bachelor's degree,Computer Information Systems
A598UDLZZZAJ3,63,female,Bachelor's degree,Applied Psychology
A5D0231X0XJNV,31,male,Master's degree,Criminal Justice
A6R5AQ4D638BH,35,male,Bachelor's degree,Computer Information Systems
A6U2C66WQ7QQN,40,female,Bachelor's degree,Engineering
A70TBKPGWQZO4,32,male,Secondary education,Biology
A7ERZELTAMWL5,71,male,Master's degree,Computer Science
A7SXWHGK8B40R,24,male,Bachelor's degree,Information Systems
A82Q1HS5CPZ5I,33,male,Bachelor's degree,Computer Information Systems
A87PV9R9JDDYK,26,male,Bachelor's degree,Accountancy
A8C3WNWRBWUXO,50,male,Secondary education,General
AA20CNJ7ILLPL,38,male,Secondary education,General
AB66CTVQ90RCV,32,female,Master's degree,Business Administration
ABBP9JASL9AGK,31,female,Bachelor's degree,Education
ABLXAMHV1IQD5,38,male,Doctorate or higher,Criminology
ACKG8OU1KHKO2,27,male,Bachelor's degree,Computer Information Systems
ACSKECAUUHJQC,39,male,Bachelor's degree,Technology
AD1FDB9A61LMS,30,male,Vocational qualification,Computer Information Systems
ADW9DZAZ3OHH9,36,female,Bachelor's degree,Information Technology
ADXHWQLUQBK77,68,male,GED,Chemistry
ADXRJFEHIDXRE,28,male,Bachelor's degree,Politics
AE63GABJL0FGJ,28,female,Vocational qualification,Veterinary Technology
AEOVYZ83Q3GX4,33,male,Bachelor's degree,General
AEQAI1QN1YZG1,29,female,Bachelor's degree,Business Administration
AFAQRD1972NYV,42,female,Bachelor's degree,Education
AFDUKDV0SYY6X,30,female,Bachelor's degree,Computer Information Systems
AFFXVHHBUWW4D,28,female,Master's degree,Accountancy
AFRJKS3Z3H4CA,41,male,Master's degree,Legal Management
AG36U7IOG2LAP,38,male,Secondary education,General
AHU9OLV0YKIIW,40,female,Bachelor's degree,Information Systems
AI9QOT5C5DN1P,37,male,Bachelor's degree,Business Administration
AIA7RZSAONU5M,36,female,Bachelor's degree,Fine Arts
AIC2D8A9UQO8S,40,male,Vocational qualification,Computer Information Systems
AIHHRINW9IN1I,38,female,Master's degree,Education
AIOOOO5OXWXKM,32,male,GED,General
AJ4PH5TH4ZGIA,48,female,Master's degree,Accountancy
AJDHPRCJ985C7,42,female,Bachelor's degree,Fine Arts
AJXIC6Q5EM76P,62,male,Primary education,General
AK3H5QRAROFGP,34,male,Bachelor's degree,Philosophy
AKP66RIZ3LQVX,23,male,Secondary education,General
AKSJ3C5O3V9RB,24,female,Doctorate or higher,Neuroscience
AKSLU0C30G3JT,49,male,Master's degree,Management
AKZ1KRMTFUPRB,33,female,Secondary education,Psychology
AKZUP3VY594E8,36,female,Master's degree,Biochemistry
ALF9AAZGQP4K5,34,male,Vocational qualification,General
ALJ70B2J04YR7,54,female,Master's degree,Education
ALO5E33ME3Z82,46,female,Bachelor's degree,Computer Information Systems
ALTMSSCYKZS8Z,74,male,Master's degree,Computer Information Systems
AM4CVEUB9KITP,62,male,Bachelor's degree,Commerce
AMA4SXSYNC35I,62,female,Secondary education,General
AMBZ9DFYIWBE0,48,male,Master's degree,Accountancy
AMI0SOF51O3FW,37,male,Secondary education,General
ANA8HLS4U28ZY,39,male,Bachelor's degree,Computer Information Systems
ANFWGSQ8BQRZ,46,male,Master's degree,Communication
ANMQUEM8965Z,37,male,Master's degree,Information Systems
ANOEKWWKC95OO,30,male,Bachelor's degree,Business Administration
ANYB94DHDJKNO,52,female,Bachelor's degree,Petroleum Engineering
AOS2PVHT2HYTL,67,female,Vocational qualification,General
APF8F1M25DW76,34,male,GED,Construction Management
APRZ7BR8C0ZMQ,58,male,Bachelor's degree,Psychology
APVJEN2541WFB,31,female,Secondary education,General
AR1IWBDA7MC86,34,male,Vocational qualification,Electrical Engineering
AR3EC8BYLLMC1,46,female,Bachelor's degree,Psychology
AR3MFFPQ39IXF,35,female,Master's degree,Accountancy
AS2WTWYVRW9BV,44,male,Secondary education,Management
AS4NIEQJWCG3M,33,female,Bachelor's degree,Social Work
AS4UT5OK9XFR9,50,female,Bachelor's degree,Computer Information Systems
ASVRLMDNQBUD9,41,male,Vocational qualification,Business Administration
AT6LDQNLKTUSE,39,male,Secondary education,Fine Arts
ATJ92FYQX176Z,35,male,Bachelor's degree,Computer Science
ATT9L98NIHXYJ,50,male,Bachelor's degree,Engineering
ATUA5M7PLS8W3,26,male,Bachelor's degree,Criminal Justice
ATV173DGAIZP9,31,male,Bachelor's degree,Computer Information Systems
AU34T9OMHN4Z4,42,female,Secondary education,General
AU5RW3OQBKMU7,65,male,Bachelor's degree,Economics
AU7A3QNJF3O00,33,male,Bachelor's degree,Information Technology
AVCOBHDVXZOZL,35,male,Secondary education,Education
AVHGZJNGKHRQJ,41,male,Bachelor's degree,Information Technology
AWV5ENLTUJYR5,30,female,Master's degree,Microbiology
AWVIOLZUKBNVU,43,male,Master's degree,Education
AX4QV62HBKJ34,58,male,Doctorate or higher,Biology
AXPZAP62ZYWP8,26,male,Secondary education,General
AXRDY6D16PVVH,40,male,Master's degree,Computer Information Systems
AYHK8DTZONHKC,45,male,Bachelor's degree,Information Technology
AYLYPUM9YFXXO,30,male,Vocational qualification,Social Work
AZ69TBTDH7AZS,28,male,Bachelor's degree,Computer Science
AZ726STB641P,42,female,Secondary education,General
AZCGF2D7QIO10,25,male,Secondary education,Computer Information Systems
AZCGSVDT79E6X,27,male,Secondary education,Computer Information Systems
AZNYEG8EWBHMD,48,female,Master's degree,Accountancy
XBFR58GH,36,male,Master's degree,Business Administration
